status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
1.25E+18,1.21E+18,2020-04-12T00:04:59Z,theadiwwworld,"Nursing a patient is like taking care of a senseless daughter. If she doesn't take treatment, the nurse puts her on the IV. #HealthCareWorkers #COVID19 #coronavirusinindia #CoronaInMaharashtra",Twitter for Android,,,,FALSE,FALSE,682,0,IN,"Mumbai, India",city,84,703,,2020-01-08T12:36:42Z,FALSE,en
1.25E+18,9.68E+17,2020-04-12T00:23:44Z,gaping_chords,"My dad is always looking for his charger, has his headphones around his neck, binges web series these days. This lockdown has messed things up big time.
#QuarantineLife #dad #webseries #bingewatch #LockdownExtended #coronavirus",Twitter for iPhone,,,,FALSE,FALSE,60,0,IN,"Yavatmal, India",city,16,27,,2018-02-27T07:13:36Z,FALSE,en
1.25E+18,61502443,2020-04-12T00:24:34Z,sscsoftweb,"#Coronavirus | #Data is key to control of this pandemic, says Soumya Swaminathan @jai_amma https://t.co/tiWXYPRqps",Twitter for Android,,,,FALSE,FALSE,343,3,IN,"Egmore Nungambakkam, India",city,349,1237,,2009-07-30T14:34:33Z,FALSE,en
1.25E+18,183187372,2020-04-12T00:28:20Z,VerseEveryDay,"#Positive side of the #Corona #Epidemic | The Covid-19 pandemic will teach us a great deal of new science that will make us better prepared for the next outbreak.... #CoronavirusOutbreak #COVID2019 Thanks @animesh1977 for sharing this report....
 https://t.co/CnWzjGxwFI",Twitter for Android,,,,FALSE,FALSE,2771,0,IN,"Bengaluru South, India",city,7914,8653,,2010-08-26T10:53:40Z,FALSE,en
1.25E+18,61502443,2020-04-12T00:30:33Z,sscsoftweb,"#Coronavirus | Despite lockdown hurdles, sowing of summer crops up: https://t.co/7dvQx0jf7F",Twitter for Android,,,,FALSE,FALSE,343,0,IN,"Egmore Nungambakkam, India",city,349,1237,,2009-07-30T14:34:33Z,FALSE,en
1.25E+18,1.25E+18,2020-04-12T00:38:05Z,rosrpadh,The poor people near us at this critical time of #coronavirus and Support other  workers in other states I pray with love to help them...,Twitter for Android,,,,FALSE,FALSE,1,0,IN,"Bengaluru South, India",city,1,29,,2020-04-09T06:38:51Z,FALSE,en
1.25E+18,61502443,2020-04-12T00:48:36Z,sscsoftweb,Apple and Google plan software to slow spread of #coronavirus: https://t.co/eLsY1nWQnb,Twitter for Android,,,,FALSE,FALSE,343,0,IN,"Egmore Nungambakkam, India",city,349,1237,,2009-07-30T14:34:33Z,FALSE,en
1.25E+18,2310662478,2020-04-12T00:58:21Z,Krish_andrew94,"We all are locked inside own house for own safety because of #covid19 , but we are not going to talk about it☺️
So , what i am saying is Visual effect is not about Budget it’s all about… https://t.co/isnMj6gXuQ",Instagram,,,,FALSE,FALSE,838,0,IN,"Mumbai, India",city,174,133,,2014-01-25T20:29:59Z,FALSE,en
1.25E+18,168062151,2020-04-12T01:03:08Z,raj_rajkunwar01,"@ANI Hard time for the world.
#StayHomeStaySafe",Twitter for Android,1.25E+18,355989081,ANI,FALSE,FALSE,1507,0,IN,"Lucknow, India",city,113,257,,2010-07-18T08:06:54Z,FALSE,en
1.25E+18,168062151,2020-04-12T01:04:28Z,raj_rajkunwar01,"@NorbertElekes Tough time.
#StayHomeStaySafe",Twitter for Android,1.25E+18,292558545,NorbertElekes,FALSE,FALSE,1507,0,IN,"Lucknow, India",city,113,257,,2010-07-18T08:06:54Z,FALSE,en
1.25E+18,3596686634,2020-04-12T01:14:01Z,johnny62299714,"Telangana Woman Rides 1400 Km On Scooty To Bring Back Son Home |  Razia Begum | Lock Down | J Dreams 
https://t.co/RY1mDhRRrO

#raziyabegum #stayhome #staysafe #withme #with #johnny_jdreams #johnny #jdreams #dreams #Lockdown #corona #covid_19 https://t.co/PjeRDOMBpQ",Twitter for iPhone,,,,FALSE,FALSE,135,0,IN,"Rajendra Nagar, India",city,15,251,,2015-09-17T18:33:21Z,FALSE,en
1.25E+18,1.25E+18,2020-04-12T01:17:56Z,ihelpgoa,"Feed the Daily Wager Update :
.
Food served : 35 people &amp; 8 families.
.
Areas : Santa Cruz, Calangute , Arpora and Mapusa.
.
Date : 2nd.April.2020 || Thursday
.
Campaign Link : https://t.co/UdE1EaXPhz
.
#goafightscovid19  #IndiaFightsCoronavirus #covid19 #ihelpfoundationgoa 🇮🇳 https://t.co/tlQn9PRyWI",Twitter for Android,,,,FALSE,FALSE,0,0,IN,"Bardes, India",city,0,0,,2020-04-04T08:24:42Z,FALSE,en
1.25E+18,1.15E+18,2020-04-12T01:25:16Z,YaminiYJadhav,"I wel come Hon CM's decision to increase lock-down period till 30th April for the safety of the State. Now strictly follow the instructions to avoid any more extention. #StayHomeStaySafe 
#WarAgainstVirus
@OfficeofUT @AUThackeray @ShivSena @AGSawant @iYashwantJadhav @mybmc",Twitter for iPhone,1.25E+18,1.15E+18,YaminiYJadhav,FALSE,FALSE,2536,2,IN,"Mumbai, India",city,1286,351,,2019-07-10T07:00:43Z,FALSE,en
1.25E+18,4174198755,2020-04-12T01:30:24Z,XavierMariabell,"#CoronaAwarnessSong by #Mayathirai Movie Team ! 

Produced by V.#Saibabu music by S.N #Arunagiri , Lyrics By #Gnanakaravel !! @RIAZtheboss #CoronaVirus #COVID19  #StayHomeStaySafe https://t.co/ouTkYAMCIJ",Twitter for Android,,,,FALSE,FALSE,3747,0,IN,"Perambur Purasavakam, India",city,31893,219,,2015-11-12T21:47:36Z,FALSE,en
1.25E+18,4183939384,2020-04-12T01:32:35Z,SPKBIKERIDER,"Real Hero's Save Our Country 🙏
#SaluteCoronaWarriors #RealHeroes
Thanks For Krishnagiri Artists💐 (கிருஷ்ணகிரி நகர ஓவியர்கள்) #StayAtHome #lockdown #StayHome #StaySafe #StayStrong  #StayHomeIndia #StayAtHomeChallenge #FightCovid19 #krishnagiri #COVID19 #coronavirus #covidindia https://t.co/n2eEsMbRP2",Twitter for Android,,,,FALSE,FALSE,1119,2,IN,Krishnagiri,poi,36,427,,2015-11-14T05:02:22Z,FALSE,en
1.25E+18,20432329,2020-04-12T01:43:33Z,voiceofsikkim,"Covid 19 : Sikkim CM takes part in PM’s Live! VC session from NIC Hub Sikkim, Gangtok on Saturday
#psgolay #cmosikkim #govos #nicsikkim #Covid19 #coronavirus 

https://t.co/f75CEMmnNl",Twitter for Android,,,,FALSE,FALSE,160,0,IN,"Gangtok, India",city,6606,296,,2009-02-09T12:44:05Z,FALSE,en
1.25E+18,1.15E+18,2020-04-12T01:43:42Z,SKFOFFICIAL007,"WATCH THIS #SKF_OFFICIAL_007 #HussainHaidry
#BoycottBookMyShow
#Easter
#BookMyShow
#nnevvy
#LockdownHouseParty
#SingleAndMingle
#China
#BritainsGotTalent
#GoldenSehunDay
#BGT
#PERSONA1Year
#COVID19
#Shimza01
@Ayushi84951588
@Farhaat_says
@Sayyed45733125
https://t.co/TyBH9j91kS",Twitter for Android,,,,FALSE,FALSE,463,0,IN,India,country,300,54,,2019-07-08T13:20:06Z,FALSE,en
1.25E+18,2432881500,2020-04-12T01:48:30Z,jai_shrivastva,"We are esteemed Training Partner (Eupraxis Expert Systems Consulting Pvt. Ltd.) empanelled with UP Skill Development Mission (UPSDM)
 @CMOfficeUP
@UPSDMOfficial #StayhomeStaysafe #Indiafightscorona #Waragainstcorona https://t.co/Jt7wv90k0Z",Twitter for Android,,,,FALSE,FALSE,52,0,IN,"Ghaziabad, India",city,8,154,,2014-04-08T02:07:58Z,FALSE,en
1.25E+18,2432881500,2020-04-12T01:50:11Z,jai_shrivastva,"We are esteemed Training Partner (G K Foundation) empanelled with UP Skill Development Mission (UPSDM) 
@CMOfficeUP
@UPSDMOfficial #StayhomeStaysafe #Indiafightscorona #Waragainstcorona https://t.co/WeBkzWzrIz",Twitter for Android,,,,FALSE,FALSE,52,0,IN,"Ghaziabad, India",city,8,154,,2014-04-08T02:07:58Z,FALSE,en
1.25E+18,9.32E+17,2020-04-12T01:52:33Z,rajashekaranpi1,"#HappyEaster #StayHomeIndia
 #Covid_19 curves not showing any signs of flattening. Lockdown for some more time is imminent.
Happy Easter to all my friends, with ❤ .
Let's celebrate at home and pray #God to mitigate this virus and save mankind.🌾🙏🌾🌿🌴🌻🌼🌼🌸🏵🌺 https://t.co/aEsEUMlvAA",Twitter for Android,,,,FALSE,FALSE,29251,0,IN,"Hospet, India",city,2458,3210,,2017-11-19T00:58:13Z,FALSE,en
1.25E+18,1.06E+18,2020-04-12T02:07:02Z,ManishS39533396,"If u compare in this #Covid_19 fight @myogiadityanath is the most emerging &amp; hard working  chief minister in India, don't forget UP is num 1 in population. Keep the good work @UPGovt @COVIDNewsByMIB  @Uppolice #MedicalAuthorities @aajtak @indiatvnews @IndiaToday",Twitter for Android,,,,FALSE,FALSE,1015,0,IN,"Faizabad, India",city,5,125,,2018-11-08T04:36:48Z,FALSE,en
1.25E+18,1.11E+18,2020-04-12T02:07:14Z,AntimGupta15,"I have downloaded #AarogyaSetuApp
to combat #CoronavirusPandemic and strengthen India fights against #COVID__19 .
Did you download it ??????
Please download  it using this link Android : 
https://t.co/mtbVof3xlN
iOS : 
https://t.co/LS9MirpBGf",Twitter for Android,,,,FALSE,FALSE,1865,0,IN,"Bansur, India",city,30,30,,2019-03-18T14:29:36Z,FALSE,en
1.25E+18,1344645337,2020-04-12T02:10:09Z,honest_criticz,"I really should stop reading news in the Morning fucks everything...
#coronavirus #COVID__19",Twitter for Android,,,,FALSE,FALSE,1716,0,IN,"Haveli, India",city,742,1642,,2013-04-11T15:26:05Z,FALSE,en
1.25E+18,16644884,2020-04-12T02:13:12Z,abhishekm,"Free distribution chaos in our area. Police allowing freely not taking anya action. #covid19  cannot be controlled with such stupidity. @PMOIndia
@bangalorepolice https://t.co/Ks8JcTNXNT",Twitter for Android,,,,FALSE,FALSE,40,0,IN,Siddappa Hotel,poi,40,134,,2008-10-08T04:51:49Z,FALSE,en
1.25E+18,2424317357,2020-04-12T02:15:47Z,vpsbadnore,"Ongoing fight against #COVID19 has brought the entire world together
Salute to #CoronaWarriors for their impeccable service to defeat the deadly virus &amp; uplift the morale of the #COVID19 positive patients @_MohitChauhan salutes #coronawarriors
https://t.co/zrrE6Ut59X
#StaySafe",Twitter for Android,,,,FALSE,FALSE,115,15,IN,"Chandigarh, India",city,11066,43,,2014-03-20T09:14:07Z,TRUE,en
1.25E+18,80595705,2020-04-12T02:16:25Z,santhemant,"@PsychToday Sad..in true lock down all these frills are not allowed it is 23/19 days since many like me ,one Billion people...more than three times the whole USA..have  stepped  out of our homes in India #Lockdownextention #lockdown #coronavirus @WHO @WHOSEARO @WSJ @nytopinion",Twitter for Android,1.25E+18,27726303,PsychToday,FALSE,FALSE,8098,0,IN,"Vododara, India",city,944,853,,2009-10-07T14:53:39Z,FALSE,en
