status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
1.2495E+18,7.84223E+17,2020-04-13T01:01:28Z,pankajunde96,"#StayHomeStaySafe #StayHomeIndia #StayAtHomeSaveLives #WeWillWin #coronavirusinindia 

Pari also says the same 

@narendramodi @PMOIndia https://t.co/jUEZ6CHuKe",Twitter for Android,,,,FALSE,FALSE,983,0,IN,"Maharashtra, India",admin,85,211,,2016-10-07T02:46:29Z,FALSE,en
1.24951E+18,8.4161E+17,2020-04-13T01:12:21Z,NBirenSingh,"Greetings to the people of Manipur on the auspicious occasion of Cheiraoba. On the onset of a new year, let us renew our fraternal bond and unity among different communities and strive for bringing inclusive development in the State. Pl.celebrate in your home.
#StayHomeStaySafe",Twitter for Android,,,,FALSE,FALSE,25948,18,IN,"Imphal East II, India",city,88358,194,,2017-03-14T11:20:28Z,TRUE,en
1.24951E+18,8.2594E+17,2020-04-13T01:21:25Z,Pratham_Motors,"You can save lives by keeping a distance from each other. Let's #breakthechain #SocialDistanacing  is good for ourselves and for other whom we love too.

#StayHomeStaySafe #QuarantineAndChill #IndiaFightsCorona #prathammotors #marutisuzuki https://t.co/yrev0HZkY6",Twitter for Android,,,,FALSE,FALSE,290,0,IN,"Bengaluru, India",city,64,22,,2017-01-30T05:31:44Z,FALSE,en
1.24951E+18,349679675,2020-04-13T01:22:44Z,sarab_vicky,"Wishing you on this festival of harvest, lots of love and joy. May God bless you with the best and remove the Corona Virus from Earth. Happy Baisakhi to you and to your family. #StayHomeStaySafe #Baisakhi #Baisakhi2020 @gs_reborn @manjot4u @mssirsa https://t.co/k3bjj1Sz3v",Twitter for Android,,,,FALSE,FALSE,599,0,IN,"Jamshedpur, India",city,56,517,,2011-08-06T14:21:37Z,FALSE,en
1.24951E+18,1.24163E+18,2020-04-13T01:48:22Z,SoniaMody,@ndtv And so will the rate of domestic violence (DV) shoot up! Since the lockdown the cases of child abuse and DV has increased. The last thing we require is labeling liquor as an essential commodity to help people be motivated to #StayHomeStaySafe,Twitter for Android,1.24941E+18,37034483,ndtv,FALSE,FALSE,140,0,IN,"Mumbai, India",city,13,65,,2020-03-22T07:42:47Z,FALSE,en
1.24952E+18,378837549,2020-04-13T01:52:12Z,ErKaushlesh,"Masks, even the ones you’ve made at home with your favourite bandanna or scarf, are effective in fighting #Covid_19 only if they are worn properly

Dos and don’ts of wearing a mask

#CautionYesPanicNo 
#MaskIndia 
#StayHomeIndia https://t.co/OeV5boYt1l",Twitter for Android,,,,FALSE,FALSE,6729,0,IN,"Bihar, India",admin,2145,2271,,2011-09-23T22:17:25Z,FALSE,en
1.24952E+18,95439035,2020-04-13T01:55:52Z,DR_DHIRENDRA_NS,"Hon'ble Cm @NitishKumar jee,  Humble Request to you Please #Seal all Hotspot of #Covid_19 Cases area instead of #Lockdown in whole #Bihar state.",Twitter for Android,,,,FALSE,FALSE,183428,1,IN,"Bihar Sharif, India",city,183,189,,2009-12-08T15:16:17Z,FALSE,en
1.24952E+18,7.46913E+17,2020-04-13T01:59:04Z,DashGangadhar,"Three days after odisha extended the lockdown till April 30, Hone'ble cm shri @Naveen_Odisha on Saturday urged the center to continue with the ongoing nationwide shutdown till the end of the month to stem the surge in #Covid_19 cases with greater efficacy.  
#OdishaFightsCorona https://t.co/1VnAqqfjZe",Twitter for Android,,,,FALSE,FALSE,71402,0,IN,"Orissa, India",admin,191,670,,2016-06-26T03:48:11Z,FALSE,en
1.24952E+18,2432881500,2020-04-13T02:06:57Z,jai_shrivastva,"We are esteemed Training Partner (Eupraxis Expert Systems Consulting Pvt. Ltd.) empanelled with UP Skill Development Mission (UPSDM) 
@CMOfficeUP
@UPSDMOfficial #StayhomeStaysafe #Indiafightscorona #Waragainstcorona https://t.co/We6BBl2vGc",Twitter for Android,,,,FALSE,FALSE,52,0,IN,Karawal Nagar Chowk,poi,8,154,,2014-04-08T02:07:58Z,FALSE,en
1.24952E+18,384387863,2020-04-13T02:08:09Z,KARTICKRASTOGI,"@paulocoelho This is exactly the situation in #India right now
#LockdownWithoutPlan 
#CoronavirusOutbreak",Twitter for Android,1.24951E+18,5520952,paulocoelho,FALSE,FALSE,264,0,IN,"Navsari, India",city,17,13,,2011-10-03T16:00:58Z,FALSE,en
